catalog,man,bran,year,circa,surf,textureWord,glossWord,colorWord,thicknessWord,dims,backp,postcard,toner,resin,sb,sbid,suffs,dmin,dmax,dminHex,dmaxHex,auc,roughness,gloss,thickness,expressiveness,radarGroup,expressivenessGroup,isoGroup,gep100,gep150,gep200,gep250,gep300,tmap,processing
2089v,Neobrom,Neolux,1935,1,40B,Smooth,Semi Matte,Cream,Double Weight,,,0,[toner indeterminant],0,1,2089,,15.98,7.09,#e7d5b9,#51443c,0.106,,2.979,0.28,,,,1.0,"[582, 613, 0]","[500, 721, 0]","[542, 557, 0]","[520, 723, 0]","[799, 738, 0]","[795, 577, 0]",0
2089w,Neobrom,Neolux,1935,1,22,Smooth,Semi Glossy,White,Double Weight,,,0,[toner indeterminant],0,1,2089,,6.01,5.47,#b9b0a7,#3d302b,0.074,,18.598,0.24,,,,1.0,"[673, 520, 0]","[789, 750, 0]","[554, 539, 0]","[603, 670, 0]","[511, 726, 0]","[506, 728, 0]",0
2089x,Neobrom,Neodur,1935,1,41 [Neodur],Smooth,Glossy,White,Single Weight,,,0,,0,1,2089,,10.18,5.6,#e1dcc8,#302b24,-0.01,,72.254,0.17,,,,0.0,"[756, 752, 0]","[760, 503, 0]","[510, 587, 0]","[677, 615, 0]","[638, 669, 0]","[608, 567, 0]",0
2089y,Neobrom,Neodur,1935,1,41 [Neodur],Smooth,Glossy,White,Single Weight,,,0,,0,1,2089,,9.37,3.51,#cac5b4,#23201c,-0.025,,87.143,0.16,,,,0.0,"[708, 610, 0]","[643, 775, 0]","[555, 764, 0]","[549, 776, 0]","[694, 682, 0]","[632, 678, 0]",0
2089z,Neobrom,Neodur,1935,1,41 [Neodur],Smooth,Glossy,White,Single Weight,,,0,,0,1,2089,,11.02,5.84,#d2cbb7,#524f46,0.054,,52.598,0.2,,,,0.0,"[503, 701, 0]","[793, 541, 0]","[758, 566, 0]","[574, 719, 0]","[646, 772, 0]","[534, 678, 0]",0
2089aa,Neobrom,Neodur,1935,1,51 [Neodur],Smooth,Semi Glossy,Cream,Double Weight,,,0,,0,1,2089,,14.66,2.04,#a99c83,#403e3b,0.086,,7.973,0.39,,,,1.0,"[590, 701, 0]","[618, 694, 0]","[593, 621, 0]","[595, 716, 0]","[542, 725, 0]","[589, 549, 0]",0
2089bb,Neobrom,Neodur,1935,1,48 [Neodur],Smooth,Glossy,White,Double Weight,,,0,,0,1,2089,,11.41,4.7,#e3d9c4,#3c3832,0.108,0.026,59.609,0.32,1.511,1_2_2_1,1.0,1.0,"[25, -14, 0]","[69, -24, 0]","[121, -31, 0]","[187, -38, 0]","[269, -45, 0]","[34.0, 25.0, 2]",0
2089cc,Neobrom,Ilas,1935,1,84,,,,,,,0,,0,1,2089,,8.85,12.41,#b6ac9d,#564132,0.029,,56.918,0.22,,,,1.0,"[730, 792, 0]","[791, 715, 0]","[612, 655, 0]","[614, 508, 0]","[722, 729, 0]","[782, 502, 0]",0
2089dd,Neobrom,Ilas,1935,1,86,,,,,,,0,,0,1,2089,,20.13,13.03,#e8d4b1,#5f4a3a,0.063,,4.941,0.27,,,,1.0,"[767, 767, 0]","[738, 766, 0]","[616, 756, 0]","[767, 713, 0]","[506, 782, 0]","[500, 563, 0]",0
2089ee,Neobrom,,1935,1,,,,,,,,0,,0,1,2089,,,,,,,,26.754,0.29,,,,1.0,"[611, 705, 0]","[602, 536, 0]","[798, 517, 0]","[595, 567, 0]","[553, 571, 0]","[653, 557, 0]",0
2089ff,Neobrom,,1935,1,,,,,,,,0,,0,1,2089,,,,,,,,4.694,0.23,,,,1.0,"[525, 595, 0]","[663, 688, 0]","[769, 539, 0]","[708, 655, 0]","[602, 644, 0]","[700, 710, 0]",0
2089gg,Neobrom,,1935,1,,,,,,,,0,,0,1,2089,,,,,,,,7.388,0.26,,,,1.0,"[541, 799, 0]","[708, 580, 0]","[667, 532, 0]","[571, 717, 0]","[721, 560, 0]","[594, 707, 0]",0
2089hh,Neobrom,,1935,1,,,,,,,,0,,0,1,2089,,,,,,,,14.778,0.2,,,,0.0,"[562, 755, 0]","[713, 777, 0]","[656, 740, 0]","[525, 567, 0]","[605, 596, 0]","[595, 528, 0]",0
2090,Kodak,Kodabrome II,1980,1,F,Smooth,Glossy,White,Medium Weight,5 x 7,,0,,1,0,,v|b,5.98,,#f4f0e5,,1.623,0.007,65.772,0.238,1.211,1_2_1_0,0.0,1.0,"[27, -11, 0]","[74, -14, 0]","[131, -19, 0]","[203, -23, 0]","[291, -27, 0]","[14.0, 16.0, 1]",1
2091,Kodak,Kodabrome II,1974,1,F,Smooth,Glossy,White,Medium Weight,3.5 x 5.5,,0,,1,0,,b|v,6.62,,#f4efe3,,1.921,0.016,20.332,0.243,1.471,1_1_2_1,1.0,1.0,"[4, 11, 0]","[13, 27, 0]","[18, 35, 0]","[29, 43, 0]","[43, 51, 0]","[47.0, 81.0, 2]",0
2092,Kodak London,Bromide,1978,1,WFL.D.,Fine Grained,Luster,White,Double Weight,3.5 x 5.5,,0,,0,0,,v|b,0.26,,#f1edee,,6.749,0.053,28.952,0.288,1.46,1_1_1_3,1.0,1.0,"[26, 9, 0]","[50, 18, 0]","[94, 24, 0]","[154, 29, 0]","[220, 35, 0]","[51.0, 67.0, 2]",0
2093,Kodak,Velox,1956,0,F,Smooth,Glossy,White,Single Weight,2.5 x 3.5,K07,0,,0,0,,b|v|r,0.28,,#e6e7e6,,0.858,0.027,38.859,0.187,1.209,0_2_1_1,0.0,0.0,"[49, 2, 0]","[69, 6, 0]","[124, -9, 0]","[218, 0, 0]","[301, -8, 0]","[35.0, 59.0, 1]",0
2094,Kodak London,Bromesko,1960,1,WVL.D.,Velvet,Luster,White,Double Weight,3.5 x 4.5,,0,,0,0,,v,2.13,,#f1eeea,,5.744,0.036,17.616,0.31,1.535,1_0_1_2,1.0,1.0,"[21, 23, 0]","[28, 23, 0]","[53, 36, 0]","[92, 50, 0]","[131, 59, 0]","[74.0, 47.0, 1]",1
2096,Kodak,Kodabromide,1959,0,F,Smooth,Glossy,White,Single Weight,4 x 5,,0,,0,0,,v,,,,,,0.026,49.867,0.177,,,,0.0,"[582, 774, 0]","[596, 508, 0]","[624, 544, 0]","[718, 515, 0]","[515, 667, 0]","[35.0, 59.0, 2]",1
2097,Kodak,Medalist,1956,0,G,Fine Grained,Luster,Cream White,Double Weight,5 x 7,,0,,0,0,,v,7.78,,#f5efe0,,0.2,0.035,12.605,0.363,1.743,1_0_2_2,2.0,1.0,"[13, 31, 0]","[12, 41, 0]","[26, 48, 0]","[31, 53, 0]","[45, 65, 0]","[79.0, 42.0, 0]",0
2098,Kodak,Kodabromide,1956,0,G,Fine Grained,Luster,Cream White,Double Weight,5 x 7,,0,,0,0,,v,10.84,,#f4ead6,,0.15,0.038,9.406,0.359,1.822,1_0_2_2,2.0,1.0,"[9, 34, 0]","[19, 37, 0]","[25, 50, 0]","[35, 53, 0]","[49, 65, 0]","[87.0, 23.0, 0]",0
2099,Ilford,Ilfobrom,1978,1,1K,,Glossy,,Double Weight,3.5 x 5.5,,0,,0,0,,l|b|t|v|r,6.68,,#f1eade,,2.553,0.017,67.415,0.296,1.323,1_2_2_1,1.0,1.0,"[29, -22, 0]","[70, -19, 0]","[122, -26, 0]","[188, -33, 0]","[270, -40, 0]","[30.0, 47.0, 0]",0
2100,Ilford,Ilfobrom,1981,1,1K,,Glossy,,Double Weight,3.5 x 5.5,,0,,0,0,,r|v|t|b|l,4.89,,#f1eae2,,4.236,0.017,66.805,0.301,1.294,1_2_1_1,0.0,1.0,"[35, -25, 0]","[80, -24, 0]","[132, -28, 0]","[205, -24, 0]","[298, -29, 0]","[50.0, 53.0, 1]",0
2101,Ilford,,1935,1,,,,,,3.25 x 4.25,,0,,0,0,,b|v|l,,,,,,,,0.172,,,,0.0,"[630, 685, 0]","[595, 600, 0]","[517, 621, 0]","[630, 780, 0]","[567, 572, 0]","[722, 633, 0]",1
2102,Leonar,Leigrano,1935,1,111,,Glossy,White,Double Weight,4.125 x 5.875,,0,,0,0,,v|b,5.61,,#eee7dd,,0.239,0.018,70.033,0.257,1.238,1_2_1_1,0.0,1.0,"[25, -25, 0]","[85, -20, 0]","[131, -29, 0]","[218, -29, 0]","[311, -34, 0]","[28.0, 54.0, 1]",0
2103,Ilford,Ilfobrom,1981,1,1P,,Glossy,,Single Weight,5 x 7,,0,,0,0,,t|b|v|r,6.3,,#f2eadf,,3.499,0.02,49.067,0.165,1.237,0_2_1_1,0.0,0.0,"[37, 11, 0]","[66, -16, 0]","[125, -7, 0]","[219, -1, 0]","[307, -3, 0]","[52.0, 58.0, 4]",0
2104,Ilford,Contact,1951,1,25P,Satin,Satex,,Single Weight,3.5 x 5.5,,0,,0,0,,v,4.27,,#eae8e0,,2.188,0.037,12.888,0.192,1.449,0_0_1_2,1.0,0.0,"[15, -2, 0]","[35, 8, 0]","[64, 9, 0]","[101, 11, 0]","[147, 13, 0]","[54.0, 36.0, 0]",0
2105,Kodak London,Bromesko,1947,1,WRL.D.,Rough,Luster,White,Double Weight,4.75 x 6.5,,0,,0,0,,v,8.58,,#eee8d8,,3.17,0.051,10.266,0.292,1.72,1_0_2_3,2.0,1.0,"[6, 38, 0]","[1, 42, 0]","[7, 45, 0]","[20, 62, 0]","[29, 74, 0]","[60.0, 46.0, 1]",0
2106,Kodak,Kodabromide,1958,0,N,Smooth,Luster,White,Single Weight,8 x 10,,0,,0,0,,v,3.71,,#ebe9e2,,0.164,0.025,16.344,0.191,1.386,0_0_1_1,1.0,0.0,"[21, -6, 0]","[44, 9, 0]","[71, 17, 0]","[111, 19, 0]","[160, 21, 0]","[49.0, 18.0, 0]",0
2107,Kodak,Kodabromide,1959,0,N,Smooth,Luster,White,Single Weight,8 x 10,,0,,0,0,,v,,,,,,0.028,13.111,0.19,,,,0.0,"[724, 631, 0]","[587, 750, 0]","[548, 593, 0]","[751, 567, 0]","[513, 577, 0]","[50.0, 19.0, 0]",1
2108,Kentmere,Bromide,1966,1,,Stipple,,,Double Weight,4.75 x 6.5,,0,,0,0,,v,-1.97,,#f0edf2,,6.443,0.057,19.379,0.306,1.495,1_1_0_4,1.0,1.0,"[27, 16, 0]","[67, 28, 0]","[119, 38, 0]","[186, 47, 0]","[268, 57, 0]","[65.0, 54.0, 1]",0
2109,Kentmere,Kentona,1966,1,,Stipple,,,Double Weight,4.75 x 6.5,,0,,0,0,,v,0.34,,#f1eded,,6.388,0.062,19.392,0.296,1.543,1_1_1_4,1.0,1.0,"[24, 13, 0]","[54, 25, 0]","[96, 32, 0]","[151, 39, 0]","[218, 47, 0]","[65.0, 54.0, 2]",1
2110,Kentmere,Bromide,1966,1,,Silk,,,Double Weight,4.75 x 6.5,,0,,0,0,,v,-1.75,,#eeebef,,6.638,0.128,10.107,0.285,1.709,1_0_0_6,2.0,1.0,"[18, 25, 0]","[49, 42, 0]","[87, 56, 0]","[137, 70, 0]","[198, 84, 0]","[68.0, 91.0, 1]",0
2112,Ilford,Selo,1938,1,1P,,Glossy,,Single Weight,3.5 x 4.5,,0,,0,0,,v,2.68,,#e4e1dc,,0.12,0.019,49.364,0.181,1.179,0_2_1_1,0.0,0.0,"[35, -9, 0]","[80, -6, 0]","[140, -9, 0]","[218, -11, 0]","[313, -13, 0]","[28.0, 39.0, 0]",0
2113,Kodak,Azo,1922,0,E (Azo),Smooth,Semi Matte,White,Single Weight,2.5 x 4.25,,0,,0,0,,v,11.34,,#dfd9c4,,0.115,0.044,8.075,0.164,1.598,0_0_2_3,2.0,0.0,"[2, -13, 0]","[9, 0, 0]","[21, 0, 0]","[42, -2, 0]","[59, -2, 0]","[47.0, 12.0, 0]",1
2114,Kodak,Velox,1920,0,Velvet (Velox),,Semi Glossy,,Single Weight,3.25 x 5.5,,0,,0,0,,v,10.02,,#e1ddc9,,0.174,0.039,15.248,0.149,1.504,0_0_2_2,1.0,0.0,"[6, -7, 0]","[20, 1, 0]","[31, 1, 0]","[49, 1, 0]","[72, 0, 0]","[45.0, 23.0, 0]",1
2115,Kodak,Velox,1920,0,Velvet (Velox),,Semi Glossy,,Single Weight,3.25 x 5.5,,0,,0,0,,v,13.81,,#e2d8bf,,0.106,0.06,7.577,0.163,1.694,0_0_3_4,2.0,0.0,"[-3, -3, 0]","[1, 0, 0]","[2, 0, 0]","[4, 1, 0]","[6, 1, 0]","[39.0, 36.0, 0]",0
2116,Kodak,Solio,1913,0,,,,,,4 x 5,,0,,0,0,,v,11.37,,#cdc4b0,,0.0,0.053,17.644,0.139,1.546,0_0_2_3,1.0,0.0,"[2, -14, 0]","[13, -7, 0]","[29, -4, 0]","[37, -5, 0]","[52, -5, 0]","[57.0, 22.0, 0]",0
2117,Kodak,Solio,1922,0,,,,,Single Weight,4 x 5,,0,,0,0,,v,20.12,,#baa886,,0.004,0.035,46.756,0.143,1.543,0_2_4_2,1.0,0.0,"[6, -27, 0]","[21, -36, 0]","[37, -48, 0]","[58, -59, 0]","[84, -71, 0]","[41.0, 30.0, 0]",1
2118,Kodak,Azo,1924,0,E (Azo),Smooth,Semi Matte,White,Double Weight,postcards,,1,,0,0,,v,9.04,,#ebe7d5,,0.159,0.028,11.785,0.293,1.66,1_0_2_1,2.0,1.0,"[8, 24, 0]","[12, 31, 0]","[28, 40, 0]","[43, 50, 0]","[61, 61, 0]","[48.0, 54.0, 0]",0
2119,Kodak,Azo,1923,0,F (Azo),Smooth,Glossy,White,Single Weight,3.25 x 5.5,,0,,0,0,,v,11.92,,#e7e0ca,,0.132,0.032,37.744,0.151,1.419,0_2_2_2,1.0,0.0,"[9, -17, 0]","[27, -21, 0]","[47, -28, 0]","[74, -35, 0]","[107, -42, 0]","[36.0, 31.0, 2]",1
2121,Kodak,Azo,1927,0,F (Azo),Smooth,Glossy,White,Single Weight,3.25 x 5.5,,0,,0,0,,v,19.19,,#dcceab,,0.063,0.072,42.337,0.208,1.732,0_2_4_4,2.0,0.0,"[0, -23, 0]","[8, -30, 0]","[15, -40, 0]","[24, -50, 0]","[35, -60, 0]","[61.0, 29.0, 0]",0
2122,Kodak,Azo,1923,0,E (Azo),Smooth,Semi Matte,White,Single Weight,4 x 5,,0,,0,0,,v,11.81,,#dfdac3,,0.136,0.038,9.96,0.162,1.579,0_0_2_2,2.0,0.0,"[8, -7, 0]","[20, 2, 0]","[34, 2, 0]","[52, 2, 0]","[75, 1, 0]","[47.0, 16.0, 0]",0
2123,Kodak,Azo,1923,0,F (Azo),Smooth,Glossy,White,Single Weight,4 x 5,,0,,0,0,,v,15.03,,#e5d9bd,,0.103,0.029,30.158,0.155,1.516,0_1_3_1,1.0,0.0,"[5, -17, 0]","[18, -21, 0]","[33, -28, 0]","[51, -35, 0]","[73, -42, 0]","[34.0, 68.0, 1]",0
2124,Kodak,Azo,1924,0,F,Smooth,Glossy,,Single Weight,3.25 x 5.5,,0,,0,0,,v,12.77,,#e9e2c9,,0.139,0.023,48.221,0.147,1.36,0_2_3_1,1.0,0.0,"[11, -25, 0]","[30, -33, 0]","[53, -44, 0]","[82, -54, 0]","[119, -65, 0]","[31.0, 43.0, 0]",0
2125,Kodak,Azo,1923,0,F (Azo),Smooth,Glossy,White,Single Weight,4 x 5,,0,,0,0,,v,11.27,,#e9e4ce,,0.153,0.027,41.478,0.142,1.362,0_2_2_1,1.0,0.0,"[24, -14, 0]","[52, -18, 0]","[94, -24, 0]","[149, -30, 0]","[216, -36, 0]","[47.0, 54.0, 0]",0
2126,Kodak London,Velox,1953,1,WSG,Smooth,Glossy,White,Single Weight,2.5 x 2.5,K05,0,,0,0,,v,4.23,,#ece7df,,2.699,0.013,48.269,0.164,1.179,0_2_1_1,0.0,0.0,"[38, 4, 0]","[71, -1, 0]","[132, -12, 0]","[220, -16, 0]","[315, -18, 0]","[21.0, 38.0, 1]",0
2127,Kodak London,Velox,1955,1,WVL.S.,Velvet,Luster,White,Single Weight,2.5 x 3.5,K06,0,,0,0,,v,2.15,,#eae8e4,,2.772,0.019,12.925,0.157,1.31,0_0_1_1,1.0,0.0,"[16, -10, 0]","[45, 8, 0]","[72, 17, 0]","[113, 18, 0]","[161, 17, 0]","[47.0, 26.0, 0]",1
2128,Ilford,Contact,1949,1,1P,,Glossy,,Single Weight,2.5 x 3.5,,0,,0,0,,v,3.18,,#e3ded9,,0.19,0.017,45.643,0.159,1.172,0_2_1_1,0.0,0.0,"[28, 3, 0]","[78, 0, 0]","[143, -8, 0]","[211, -10, 0]","[306, -12, 0]","[23.0, 40.0, 1]",0
2129,George Murphy,Cellofix,1899,1,,,,,Cardboard,5 x 7,,0,,0,0,,v,13.48,,#dcd0b8,,0.079,0.101,2.009,0.212,1.888,0_0_3_5,3.0,0.0,"[0, 2, 0]","[5, 8, 0]","[8, 11, 0]","[12, 14, 0]","[17, 17, 0]","[51.0, 2.0, 0]",0
2130,D and P,Bromide,1950,1,,,Glossy,,Single Weight,3.5 x 4.5,,0,,0,0,,v|b,1.53,,#eeece9,,4.518,0.016,41.956,0.165,1.161,0_2_1_1,0.0,0.0,"[47, -15, 0]","[90, 0, 0]","[144, -19, 0]","[223, -18, 0]","[317, -20, 0]","[36.0, 49.0, 0]",0
2131,D and P,Bromide,1950,1,,,Glossy,,Single Weight,3.5 x 4.5,,0,,0,0,,b|v,0.01,,#ededed,,5.804,0.016,39.351,0.163,1.14,0_2_1_1,0.0,0.0,"[51, -3, 0]","[66, 4, 0]","[124, -13, 0]","[213, 0, 0]","[322, -11, 0]","[24.0, 40.0, 0]",0
2132,D and P,Bromide,1950,1,,,Glossy,,Single Weight,3.5 x 4.5,,0,,0,0,,v|b,1.35,,#e9e8e5,,5.069,0.015,57.966,0.306,1.264,1_2_1_1,0.0,1.0,"[26, -11, 0]","[73, -15, 0]","[138, -21, 0]","[214, -27, 0]","[307, -32, 0]","[26.0, 42.0, 1]",0
2133,D and P,Bromide,1950,1,,,Glossy,,Single Weight,3.5 x 4.5,,0,,0,0,,b|v,,,,,,,,0.164,,,,0.0,"[659, 789, 0]","[678, 793, 0]","[613, 634, 0]","[584, 728, 0]","[799, 734, 0]","[768, 728, 0]",0
2134,D and P,Bromide,1950,1,,,Glossy,,Single Weight,4.75 x 6.5,,0,,0,0,,B|V,-1.15,,#e9e9eb,,5.466,0.016,48.731,0.178,1.091,0_2_0_1,0.0,0.0,"[40, -6, 0]","[88, -6, 0]","[152, -9, 0]","[236, -11, 0]","[339, -12, 0]","[30.0, 51.0, 0]",0
2135,Ilford,Multigrade IV,2003,1,1K,,Glossy,,Double Weight,8 x 10,,0,,0,0,,l|v|b|r,-1.8,,#f6f4f8,,8.92,0.014,48.424,0.29,1.221,1_2_0_1,0.0,1.0,"[37, -14, 0]","[86, -16, 0]","[152, -21, 0]","[236, -25, 0]","[339, -30, 0]","[26.0, 42.0, 0]",1
2136,Kodak,Velox,1955,0,F,Smooth,Glossy,White,Single Weight,2.75 x 4.25,K07,0,,0,0,,v,-0.47,,#eae9ea,,0.264,,49.866,0.174,,,,0.0,"[715, 698, 0]","[562, 758, 0]","[649, 564, 0]","[686, 591, 0]","[501, 770, 0]","[668, 622, 0]",1
2137,Kodak,Velox,1955,0,F,Smooth,Glossy,White,Single Weight,2.75 x 4.25,K07,0,,0,0,,v,-0.14,,#e9e8e9,,0.254,,51.457,0.171,,,,0.0,"[785, 782, 0]","[550, 543, 0]","[594, 646, 0]","[784, 555, 0]","[574, 620, 0]","[786, 576, 0]",1
2138,Kodak,Velox,1955,0,F,Smooth,Glossy,White,Single Weight,2.75 x 4.25,K07,0,,0,0,,v,-0.84,,#e8e7e9,,0.169,0.02,49.703,0.176,1.102,0_2_0_1,0.0,0.0,"[38, -7, 0]","[85, -7, 0]","[150, -9, 0]","[234, -11, 0]","[337, -12, 0]","[34.0, 52.0, 0]",1
2139,Kodak,Velox,1955,0,F,Smooth,Glossy,White,Single Weight,2.75 x 4.25,K07,0,,0,0,,v,,,,,,0.02,,0.176,,,,0.0,"[665, 759, 0]","[517, 509, 0]","[714, 533, 0]","[514, 753, 0]","[728, 504, 0]","[34.0, 58.0, 0]",1
2140,Kodak,Velox,1955,0,F,Smooth,Glossy,White,Single Weight,2.75 x 4.25,K07,0,,0,0,,v,-0.45,,#e7e6e7,,0.188,0.021,50.778,0.173,1.104,0_2_0_1,0.0,0.0,"[35, -4, 0]","[86, -4, 0]","[151, -6, 0]","[235, -8, 0]","[338, -9, 0]","[36.0, 54.0, 0]",1
2141a,Ansco,Brovira,1948,1,,,Glossy,,,,,0,,0,1,2141,,4.12,2.84,#efeee5,#221e1b,0.171,0.009,92.873,,,,,,"[715, 798, 0]","[749, 720, 0]","[677, 633, 0]","[778, 685, 0]","[786, 663, 0]","[19.0, 39.0, 0]",0
2141b,Ansco,Brovira,1948,1,,Velvet,Velvet,White,,,,0,,0,1,2141,,5.0,1.2,#dad8ce,#373634,0.038,0.021,8.186,,,,,,"[651, 758, 0]","[625, 781, 0]","[510, 737, 0]","[690, 644, 0]","[721, 670, 0]","[36.0, 19.0, 2]",0
2141c,Ansco,Brovira,1948,1,,Kashmir,Kashmir,White,,,,0,,0,1,2141,,7.44,1.56,#f2eddf,#383735,0.136,0.049,8.011,,,,,,"[654, 598, 0]","[730, 729, 0]","[512, 736, 0]","[732, 515, 0]","[786, 548, 0]","[93.0, 36.0, 0]",0
2141d,Ansco,Brovira,1948,1,,Silk,Silk,White,,,,0,,0,1,2141,,7.68,0.49,#e7e2d4,#393938,0.128,0.053,6.622,,,,,,"[594, 515, 0]","[593, 534, 0]","[768, 775, 0]","[648, 781, 0]","[516, 650, 0]","[58.0, 8.0, 0]",0
2141e,Ansco,Brovira,1948,1,,,Matte,White,,,,0,,0,1,2141,,8.97,4.67,#e4ddcd,#434039,0.104,0.078,14.238,,,,,,"[518, 790, 0]","[595, 640, 0]","[505, 764, 0]","[791, 776, 0]","[659, 528, 0]","[72.0, 85.0, 1]",0
2141f,Ansco,Brovira,1948,1,,,Matte,White,,,,0,,0,1,2141,,7.77,1.13,#ebe7d8,#464544,0.133,0.033,2.552,,,,,,"[525, 587, 0]","[617, 524, 0]","[577, 703, 0]","[691, 659, 0]","[631, 610, 0]","[53.0, 34.0, 0]",0
2141g,Ansco,Brovira,1948,1,,,,,,,,0,,0,1,2141,,8.28,1.71,#d2d0c0,#3e3d3a,-0.173,0.039,7.403,,,,,,"[500, 781, 0]","[571, 618, 0]","[602, 681, 0]","[564, 711, 0]","[779, 722, 0]","[51.0, 4.0, 1]",0
2141h,Ansco,Nokoline,1948,1,,,,,Light Weight,,,0,,0,1,2141,,8.74,-0.76,#e8e4d3,#3f3e40,0.363,0.074,4.522,,,,,,"[726, 550, 0]","[787, 672, 0]","[594, 703, 0]","[579, 588, 0]","[633, 741, 0]","[83.0, 47.0, 1]",0
2141i,Ansco,Convira,1948,1,,Velvet,Velvet,,,,,0,,0,1,2141,,6.21,-0.37,#dedace,#363637,-0.069,0.032,12.172,,,,,,"[657, 527, 0]","[732, 592, 0]","[701, 682, 0]","[588, 555, 0]","[679, 631, 0]","[46.0, 79.0, 0]",0
2141j,Ansco,Convira,1948,1,,,Glossy,,,,,0,,0,1,2141,,5.85,-0.12,#f1eee3,#272727,0.165,0.009,91.353,,,,,,"[666, 662, 0]","[630, 689, 0]","[688, 577, 0]","[521, 765, 0]","[683, 678, 0]","[17.0, 39.0, 2]",0
2141k,Ansco,Cykora,1948,1,,Royal,Royal,White,,,,0,,0,1,2141,,9.05,1.75,#eee9d7,#434240,0.387,0.059,4.618,,,,,,"[537, 586, 0]","[673, 608, 0]","[667, 755, 0]","[627, 596, 0]","[787, 552, 0]","[74.0, 19.0, 1]",0
2141l,Ansco,Cykora,1948,1,,Kashmir,Kashmir,White,,,,0,,0,1,2141,,7.7,1.92,#e0dccd,#43423f,0.009,0.067,5.436,,,,,,"[681, 508, 0]","[796, 553, 0]","[666, 741, 0]","[793, 703, 0]","[757, 524, 0]","[74.0, 53.0, 0]",0
2141m,Ansco,Cykora,1948,1,,Kashmir,Kashmir,Ivory,,,,0,,0,1,2141,,20.2,4.59,#e3cfab,#47433c,0.138,0.055,5.795,,,,,,"[676, 567, 0]","[568, 616, 0]","[523, 608, 0]","[575, 670, 0]","[552, 666, 0]","[81.0, 46.0, 0]",0
2141n,Ansco,Cykora,1948,1,,Crystal,Crystal,White,,,,0,,0,1,2141,,10.79,0.64,#efe8d4,#363534,0.187,0.125,15.559,,,,,,"[770, 753, 0]","[566, 616, 0]","[567, 764, 0]","[622, 529, 0]","[643, 782, 0]","[70.0, 67.0, 4]",0
2141o,Ansco,Cykora,1948,1,,Fabric,Fabric,White,,,,0,,0,1,2141,,12.15,2.02,#f0e7d0,#44423f,0.205,0.07,2.943,,,,,,"[671, 552, 0]","[667, 656, 0]","[732, 797, 0]","[611, 549, 0]","[759, 513, 0]","[74.0, 12.0, 2]",0
2141p,Ansco,Cykora,1948,1,,Porcelain,Porcelain,White,,,,0,,0,1,2141,,10.28,1.43,#e6e0cc,#464543,0.017,0.123,3.301,,,,,,"[524, 513, 0]","[746, 675, 0]","[577, 538, 0]","[655, 627, 0]","[637, 684, 0]","[69.0, 67.0, 0]",0
2141q,Ansco,Cykora,1948,1,,Porcelain,Porcelain,Ivory,,,,0,,0,1,2141,,19.29,1.36,#f2e0bd,#42413f,0.13,0.144,3.041,,,,,,"[749, 688, 0]","[713, 514, 0]","[725, 669, 0]","[731, 767, 0]","[559, 568, 0]","[69.0, 67.0, 5]",0
2141r,Ansco,Cykora,1948,1,,Silk,Silk,White,,,,0,,0,1,2141,,8.61,3.36,#e5dfcf,#2b2924,0.088,0.068,14.051,,,,,,"[569, 587, 0]","[745, 693, 0]","[614, 686, 0]","[501, 702, 0]","[509, 511, 0]","[72.0, 86.0, 1]",0
2141s,Ansco,Cykora,1948,1,,,Matte,White,,,,0,,0,1,2141,,7.86,1.38,#efecdc,#464543,0.256,0.032,3.705,,,,,,"[788, 774, 0]","[702, 761, 0]","[769, 567, 0]","[577, 608, 0]","[506, 548, 0]","[52.0, 35.0, 2]",0
2141t,Ansco,Cykora,1948,1,,,,,,,,0,,0,1,2141,,5.83,1.54,#f0ede2,#2f2e2b,0.176,0.021,18.094,,,,,,"[531, 714, 0]","[580, 662, 0]","[703, 581, 0]","[557, 769, 0]","[643, 673, 0]","[49.0, 32.0, 2]",0
2141u,Ansco,Cykora,1948,1,,,Glossy,,,,,0,,0,1,2141,,4.95,1.68,#efece2,#1f1e1c,0.214,0.011,90.666,,,,,,"[548, 792, 0]","[681, 786, 0]","[571, 628, 0]","[547, 699, 0]","[660, 547, 0]","[10.0, 31.0, 0]",0
2141v,Ansco,Cykora,1948,1,,Kashmir,Kashmir,White,,,,0,Direct Sepia Toner,0,1,2141,,8.75,5.41,#f1ecdb,#453a34,0.19,0.051,6.893,,,,,,"[524, 581, 0]","[789, 691, 0]","[550, 535, 0]","[643, 764, 0]","[577, 771, 0]","[66.0, 52.0, 0]",0
2141w,Ansco,Cykon,1948,1,,Kashmir,Kashmir,White,,,,0,Flemish Toner,0,1,2141,,9.7,11.34,#f0ead7,#5a4135,0.198,0.064,4.969,,,,,,"[737, 795, 0]","[627, 629, 0]","[538, 660, 0]","[722, 617, 0]","[668, 508, 0]","[74.0, 53.0, 1]",0
2141x,Ansco,Cykon,1948,1,,Royal,Royal,White,,,,0,,0,1,2141,,9.3,-0.22,#f2ecda,#393839,0.38,0.057,5.096,,,,,,"[523, 676, 0]","[758, 610, 0]","[594, 559, 0]","[633, 601, 0]","[565, 523, 0]","[74.0, 20.0, 1]",0
